,jobTitle,jobLink,companyName,companyLocation,Salary,jobMetaData,jobPosting
10,CDL A TRAINEE,https://www.indeed.com/rc/clk?jk=6c6524ea0d657aba&bb=5LEecj5pDWtHzguFyee8_c1n0XI0eWTfkzIvya2M_cXurAvf1AlGxshazrtn-IuHWIDERAjsBJb8-TvVOgedKc_iyz2f5aMxNFL5jeWGqAQ%3D&xkcb=SoBV67M3FT6Ap_AEFT0BbzkdCdPP&fccid=4423f394c5c91f87&vjs=3,KBR-Transportation Services,"Shelton, WA",,"['$0.58 per mile', 'Full-time', 'Overnight shift +3', 'Quarterly bonus', 'Extra stop pay', 'Tuition reimbursement', '$18 - $25 an hour', 'Full-time', 'Monday to Friday +4', 'Paid training', 'Paid time off', '$30 - $32 an hour', 'Full-time', 'Home daily +1', 'Paid time off', '$1,500 - $2,000 a week', 'Full-time +2', 'Signing bonus', 'Home daily +1', 'Paid orientation', 'Paid training', 'Paid time off', '$2,500 - $3,500 a week', 'Full-time', 'Day shift +2', 'Retention bonus', 'Yearly bonus', 'Performance bonus', '$65,000 - $75,000 a year', 'Full-time +1', 'Home daily +2', 'Performance bonus', 'Paid time off', 'From $25 an hour', 'Full-time +1', 'Overtime +3', 'Paid time off']",Today
11,Yard Jockey w/ CDL A,https://www.indeed.com/rc/clk?jk=7eb51a5770424b33&bb=5LEecj5pDWtHzguFyee8_cd2NatO8e5-0pJZqSPr5qbEvUufVZq-at549P4D09JfPTUAS4nczmZA-8XE_4_IR-z_Ly1U1rC68-Hh_MWKo-Y%3D&xkcb=SoDh67M3FT6Ap_AEFT0AbzkdCdPP&fccid=e5481ee273ffbb38&cmp=Tern-Services-Inc&ti=Yard+Driver&vjs=3,Tern Services Inc,"East Dublin, GA 31027",,"['$0.58 per mile', 'Full-time', 'Overnight shift +3', 'Quarterly bonus', 'Extra stop pay', 'Tuition reimbursement', '$18 - $25 an hour', 'Full-time', 'Monday to Friday +4', 'Paid training', 'Paid time off', '$30 - $32 an hour', 'Full-time', 'Home daily +1', 'Paid time off', '$1,500 - $2,000 a week', 'Full-time +2', 'Signing bonus', 'Home daily +1', 'Paid orientation', 'Paid training', 'Paid time off', '$2,500 - $3,500 a week', 'Full-time', 'Day shift +2', 'Retention bonus', 'Yearly bonus', 'Performance bonus', '$65,000 - $75,000 a year', 'Full-time +1', 'Home daily +2', 'Performance bonus', 'Paid time off', 'From $25 an hour', 'Full-time +1', 'Overtime +3', 'Paid time off']",Active 2 days ago
12,CDL A Truck Driver DROP&HOOK POWER ONLY ||AMAZON JB HUNT(1y OTR experience),https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DziZa19jLZDXuTCL-8Uf87N9PKC3-wuoII9jzqAA9RQImKGro5mFQ5qnFma6AMsHw4KP4TVEgp0puMxYkBVt-8GllCvgaWd9jtiElnUdBI6FJa_6yeK7L-l6nAH2F3lpOgDqi5f4yhWPsVRcIj9PcMj0m-h6eWXc7aN4cwAtxnKZWV3QX1ujBej-ReZdft4MnvzT9Kymfw7vvoIJhL0L-b8CTHbFtE1w-02SbVpCF5OTpm-U63m9axTb1LoNrAe8Hm4gSVAyMGGnyQd1nj3C9omUS2dK5kkTL_jyibMchdYtj9LnD9ECYQwB1SBziVUtUQDFyXDq3LNCFqeyYcrn7cr6wkhS4lgYqPN2wbZzxhhqOdMftKvGr_u_bOvbwrcITdiy9s3txwp-CkvLvmkdjwyJGVPE_bVQPgzuKJtjWARWnIdEyeMg72_gJWShIN6K4fRUP9Ayn5r-SfHvDNRhiOdUqfXRu_dH6ARAP46KsfDQDsyr9wrZL5jI18AkndNVbF72UgUAwocmD49XxYktaZH3RjTqb_kHvtIvNMW1aKys9PX3QXvhNMpNQtC9oOHv46F3l_qBgZ-z-HiSfxQjOjzIUxV6IcaK7QK0bQFgeNMjB-Eh0QXIRWu9RmNCbQ8C8KrjBO-tXBiff7fTzF0mX0lGPt-AS7WIsQPdzf1xv2UxgjYNfI9xWg&xkcb=SoCb6_M3FT6Ap_AEFT0HbzkdCdPP&p=12&fvj=1&vjs=3,Shipluxe LLC,"Chicago, IL","$2,500 - $3,500 a week","['$0.58 per mile', 'Full-time', 'Overnight shift +3', 'Quarterly bonus', 'Extra stop pay', 'Tuition reimbursement', '$18 - $25 an hour', 'Full-time', 'Monday to Friday +4', 'Paid training', 'Paid time off', '$30 - $32 an hour', 'Full-time', 'Home daily +1', 'Paid time off', '$1,500 - $2,000 a week', 'Full-time +2', 'Signing bonus', 'Home daily +1', 'Paid orientation', 'Paid training', 'Paid time off', '$2,500 - $3,500 a week', 'Full-time', 'Day shift +2', 'Retention bonus', 'Yearly bonus', 'Performance bonus', '$65,000 - $75,000 a year', 'Full-time +1', 'Home daily +2', 'Performance bonus', 'Paid time off', 'From $25 an hour', 'Full-time +1', 'Overtime +3', 'Paid time off']",Active 2 days ago
13,CDL Class A Driver,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BgtZ12BjS5bGnYaVvd06DqUhLdNN-hM07C2GbiaMS_Jh7wKwv0lLmrKALvqd_tmrJkGVYHjilhJLlp_lf-KggS2SKSg1nNysc5mUuXcWUarUjOYX1w1AwBlGHo6NuqP4Uvlp01QnyhHEoKkkpJBRqpeI6kDSIFwj0dqJ8cwOwRzVcSsBDzG4qLAybzf9SbUQu0vYgYiJZ-KzlDqEmrPNQClhH4ReDcIZ7Y96_2_u6CMu5njhybfgqEsUb5ldW5sdpfIV9Nu1vhKlFA7YiWUWjiygEPBdlGtCy3tZ7yOwbD_DDCiheEPFMX4dF2IatpfUWY_kO8YECjfSYIub13BQc3v8e1mc6EEziS1B4CXlUw2byKi7Z_YJFEzEs5O0lgubNHYgJJhzHVM9o_vwgSyQ0XDlGV6pzErtNAREnG2I0PO5m4nAc_vQck2iKhwGbgTsXjZG7Hq1I6HEZ5lCfsaI083LUq3X76ibi79aJaEKwwqgwq9ZGRRnaQWXrv71PqO_i4UQo7VleSp5G0Mh4DI_NY3wP1Miqp8ylqTvfslNkhZfqdBgARhTaZNQX53dV7__BF00nstutYQHU1D6az0IhRYgWtRXg9UNJalKiWJDawQJFA9BUPjKfP&xkcb=SoAv6_M3FT6Ap_AEFT0GbzkdCdPP&p=13&fvj=1&vjs=3,University Transportation,"Birmingham, AL","$65,000 - $75,000 a year","['$0.58 per mile', 'Full-time', 'Overnight shift +3', 'Quarterly bonus', 'Extra stop pay', 'Tuition reimbursement', '$18 - $25 an hour', 'Full-time', 'Monday to Friday +4', 'Paid training', 'Paid time off', '$30 - $32 an hour', 'Full-time', 'Home daily +1', 'Paid time off', '$1,500 - $2,000 a week', 'Full-time +2', 'Signing bonus', 'Home daily +1', 'Paid orientation', 'Paid training', 'Paid time off', '$2,500 - $3,500 a week', 'Full-time', 'Day shift +2', 'Retention bonus', 'Yearly bonus', 'Performance bonus', '$65,000 - $75,000 a year', 'Full-time +1', 'Home daily +2', 'Performance bonus', 'Paid time off', 'From $25 an hour', 'Full-time +1', 'Overtime +3', 'Paid time off']",Today
14,CDL A DRIVER HOME DAILY! DROP&HOOK! NIGHT SHIFT/EARLY AM or OTR also avail,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CWTlHYSHIgwmtcBXQrAtnpAETwcT37FeL6EKTlT5FXrBDy-KiweBgEruzxXdFKW9DWcCEbaJ6WoSlrN5tX0vdPfQ_5LiV0TKpTkACVWEsv3bLawea4K0NP77_lvJdxaH-BjA5ErPGyK2cr6KLnxDFu02sg9KP0UULMkcF6C-1Wymiof5ZzOyFmjiEO12wtm0Y-vqF02FIAC2HniFb9d6C8GvlT4aVBI2-KHar10EzCikkSKV5gMXJkL-CaTDNr7_d-aa8GHW_-fHz9zaBxipGM8cJJuTjL2Tb6QF46Mv4nTk9ZV29-imzR-tSze-MXYZbDV7vn28zasD5nQAnepEInAoIf7Esf0yu9be4poyx4MBDl_6vVKvPDkBHz3xsk2Km2-iE1eJxHH2H78KW5qi1CtpcYL6OWjB1V6HkGJbCIPc_Eou0IAE0PMCnyJq-IX7MRpehjzp3SsAlGxQceYiN2MhA5xizUe161RjBv_VOW9EUvlwRE7rbCOsjhVdBFBeJkdzedd4JhCbkITGiC2pTd1J-f9bw-A7ludhLGh_OrNlnKX7TfHM-NORq_qJS0VUqqGSHMJlGFwrv2O1nAcfwuBafrQIUVi1xF7PF7i56IclRaE_wOL2S9i2QepsbWQovxv4QmsOp9gPmj1st9Yi1pPQOBXYxXRe-APomY2Dw3lLzXjt28yC7hIq9zZ62pbAdTjRvDTZngPiGzPBsmvFWPRDoow6f2Lxc=&xkcb=SoCy6_M3FT6Ap_AEFT0FbzkdCdPP&p=14&fvj=1&vjs=3,Atlantic Freight -BOSTON,Massachusetts,From $25 an hour,"['$0.58 per mile', 'Full-time', 'Overnight shift +3', 'Quarterly bonus', 'Extra stop pay', 'Tuition reimbursement', '$18 - $25 an hour', 'Full-time', 'Monday to Friday +4', 'Paid training', 'Paid time off', '$30 - $32 an hour', 'Full-time', 'Home daily +1', 'Paid time off', '$1,500 - $2,000 a week', 'Full-time +2', 'Signing bonus', 'Home daily +1', 'Paid orientation', 'Paid training', 'Paid time off', '$2,500 - $3,500 a week', 'Full-time', 'Day shift +2', 'Retention bonus', 'Yearly bonus', 'Performance bonus', '$65,000 - $75,000 a year', 'Full-time +1', 'Home daily +2', 'Performance bonus', 'Paid time off', 'From $25 an hour', 'Full-time +1', 'Overtime +3', 'Paid time off']",Hiring ongoing
15,CDL A Drivers jobs in United States,,,,,,
16,Truck Driver CDL A - FedEx Contractor,https://www.indeed.com/rc/clk?jk=565aeca38b670966&bb=ZHIsUwfuG-AGfgjKJ-7tLVGMc18wB00KnUob1agjoU_OJ9eV1Bix4-lex4fwUWksAFR7Gqzmi-NS6H_eh2Bxq8Nb9PmjWeT6ZOxJ3WJtNmk%3D&xkcb=SoBd67M3FT6ehLgXQr0LbzkdCdPP&fccid=b6f34dfe0c85f80a&cmp=Lone-Peak-Trucking&ti=Truck+Driver&vjs=3,Lone Peak Trucking,"Dallas-Fort Worth, TX",,"['$60,000 - $100,000 a year', 'Full-time', 'Paid orientation', 'Paid training']",Active 2 days ago
17,OTR hopper bottom driver,https://www.indeed.com/rc/clk?jk=e5f6aa7aa0f78c8b&bb=ZHIsUwfuG-AGfgjKJ-7tLctqM8ZLOtgySiPX1s48Q_QcS5KcNqA3v_z0LfAB7A01F1UOlYr5nmoGXysy_juliCsekaWos9p1mGdJ-MLBDP0%3D&xkcb=SoDp67M3FT6ehLgXQr0KbzkdCdPP&fccid=77589a25c9ca0062&cmp=Campbell-family-enterprises-inc.&ti=Otr&vjs=3,Campbell family enterprises inc.,"Cleveland, MS",,"['$60,000 - $100,000 a year', 'Full-time', 'Paid orientation', 'Paid training']",Active 3 days ago
18,Truck Driver: CDL A,https://www.indeed.com/rc/clk?jk=7a70482d784dc4b2&bb=ZHIsUwfuG-AGfgjKJ-7tLYJw41CU72uWQH3WqLtB2Dp1ZSPTGEXEBDya7cxmBO25lpHTHVWJe2ZQsC7BqzHDhoOmCwp0SAfoBrURm_lOeJg%3D&xkcb=SoB067M3FT6ehLgXQr0JbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3,Iberia Foods - Palmer,"Palmer, MA",,"['$60,000 - $100,000 a year', 'Full-time', 'Paid orientation', 'Paid training']",Posted 1 day ago
19,Drop & Hook / CDL DRIVERS WANTED $1700 TO $2200 PER WK (Start quickly),https://www.indeed.com/rc/clk?jk=b792fee5f350c2a2&bb=ZHIsUwfuG-AGfgjKJ-7tLSvbgyVsJb-22ET6Oao-MYyqujnjMDLZyC5ZnB1dNK8qha5FWWX-0ju4LbKn2eTU5SVBLWGC7oBXKGCGpEeCTSo%3D&xkcb=SoDA67M3FT6ehLgXQr0IbzkdCdPP&fccid=89a7c0afaaaf2444&cmp=Richie-James-Transport%2C-INC.&ti=Truck+Driver&vjs=3,"Richie James Transport, INC.","Minneapolis-Saint Paul, MN",,"['$60,000 - $100,000 a year', 'Full-time', 'Paid orientation', 'Paid training']",Active 3 days ago
20,CDL-A DRIVER FEDEX GROUND (DROP & HOOK ONLY),https://www.indeed.com/rc/clk?jk=904726203da069bf&bb=ZHIsUwfuG-AGfgjKJ-7tLTXuyPa6Wq-fvGg8TH558qRvybG2X8c7jOEkUtEIttT32z-suI3XkvpSXot98gXIBc2_DYZeUIFDwM5mAsTdFLs%3D&xkcb=SoBO67M3FT6ehLgXQr0PbzkdCdPP&fccid=7640be9ed05596f0&cmp=friendly-transports&ti=Truck+Driver&vjs=3,way routes inc,"Danville, VA",,"['$60,000 - $100,000 a year', 'Full-time', 'Paid orientation', 'Paid training']",Active Today
21,TruckMovers CDL A or B Drivers Wanted - Charlotte,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CK7L1ua_vmr3pTTy4zJJFPbsBGabUtDyENCyPL8Zy2cGNoOIelg-TUmMRXUCjgii0WYak3J5x_lOyBju5bVG_Izl2pza4neeOT_OtBjFhP5jV1B2DF7FVJWj75hjl3vo-nU-xus2JHjX8PXtyqeViNiYmGftw3OP4v4D-la8M3p-ZMMTamyTQLuobJkXXovaFGs5_NdqW_n5fWXrkIb0LgwcNiT8GvgBoymSeBHMpPe3rRcf8NHqUUgy2JLcWbtBsJ8oULMoH5pemU-fIZzDvSPtTeVxIIkVJ6IxAC12ZrtGMSXZDOVOnEvxqz7unWXyyhu5gby_a5ctHPFeinghj2QkiY8CPWxx754psn6114Zu_3687NLPBliqDwMMFFL_hafLHMp4kXPq7iIohpFfiOoOWZN9Jf-Jh-w3_H3U2gM1G1hqOv4KHAx6kdH3TenrsQ_7zTPcDMjk162KtKY-s7VGWqs_Rdj7PWwqROcq6rv3xErKrktiqJKBe1UnUTxnQI8_KiMdV6sxQQnh6f5xKDXF2xAfoJhon8rjtPFvkPMkq2pF_20ttpzKACe77w2q_rqwtUQj1MuiHWVAFA_oWJ785doMRfP6G9IEyFGlVRd5BHhKvwqa2gHpsl4JBeIn1ionVhJHRfYU4J8M6ogZYi&xkcb=SoAO6_M3FT6ehLgXQr0ObzkdCdPP&p=5&fvj=1&vjs=3,TruckMovers,"Charlotte, NC",,"['$60,000 - $100,000 a year', 'Full-time', 'Paid orientation', 'Paid training']",Active 2 days ago
22,Hiring Solo CDL-A Truck Drivers - Weekly Home Time!,https://www.indeed.com/rc/clk?jk=1bfa30a3e334ab17&bb=ZHIsUwfuG-AGfgjKJ-7tLbsyYvJ_3ujAKG7MKzRGvcgX1wdsYp1jCXE7iPbX_BGMMER7pdUSUcx5nvQbMOxwiinvJLXelkYmFSo4VJZP-Oc%3D&xkcb=SoDT67M3FT6ehKAXQr0LbzkdCdPP&fccid=02a1604639d9ce16&vjs=3,Pegasus Transportation,"Vernon, IN",,"['$60,000 - $100,000 a year', 'Full-time', 'Paid orientation', 'Paid training']",Posted 30+ days ago
23,Transport Driver,https://www.indeed.com/rc/clk?jk=79a31cd9feb75b5d&bb=ZHIsUwfuG-AGfgjKJ-7tLQz14GRMpCQ_77V5tmqJJ_dYRDsQPjFcHVUTQNgh7HZt1hZsJf0-_QdugzmXNUdJYLuHKsjkMjxUzFSfMNUqyoU%3D&xkcb=SoBn67M3FT6ehKAXQr0KbzkdCdPP&fccid=3764c82a44fbeef9&vjs=3,Keurig Dr Pepper,"Lansing, MI",,"['$60,000 - $100,000 a year', 'Full-time', 'Paid orientation', 'Paid training']",Posted 1 day ago
24,Class A CDL Transportation Driver - Home Daily | $.77/mile,https://www.indeed.com/rc/clk?jk=989693b83a514e61&bb=ZHIsUwfuG-AGfgjKJ-7tLdF0EVjO_8-l2PTy2kSL_0RAsugLJO8XVHBnUKS9oheNonFrt2gfbugqc0RXksEnrqWCnVflwLZi1uTZgiQznh0%3D&xkcb=SoD667M3FT6ehKAXQr0JbzkdCdPP&fccid=dabedcd095510fbc&vjs=3,Dayton Freight,"Jackson, TN 38301",,"['$60,000 - $100,000 a year', 'Full-time', 'Paid orientation', 'Paid training']",Posted 30+ days ago
25,Class A CDL Driver,https://www.indeed.com/rc/clk?jk=780730c3de684967&bb=ZHIsUwfuG-AGfgjKJ-7tLThlieAMOillMfc6lpKQnUZfmBui3VdeAu0Y6liCMAk1TfzdW8-uzMwRv-AJJeExJ4WF5a6brEdpDzzt3y6j_EM%3D&xkcb=SoBO67M3FT6ehKAXQr0IbzkdCdPP&fccid=8d6a60c566bb9856&cmp=CDL-Strong&ti=Truck+Driver&vjs=3,CDL Strong,"San Antonio, TX",,"['$60,000 - $100,000 a year', 'Full-time', 'Paid orientation', 'Paid training']",Active 9 days ago
26,CDL Class A Driver,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CYmTq-_4ARRRusbYgYPnWm8lxRNWRWms2Db_lusmFx51sm1WNkP-654CIjo-hfaYhO0CFVZ4sXOpFzM0cSivkTMUVZ52Az7lCK9EDKiDkinj4Te8AvOmZhx4azp4D4nlGPAnW9P_qrhdl8AqRBBwipxVvy8hPH2KYd-sDKVhGLOG9Ij_qJa9N20-MNzQnSK1NwnNrBknwQGhi9LqfbxcwtANCY-YqZ_lNPnhoIi7Wnk2RxL78SPGNsqI8GNApJfmpbCJoJiazMVrfuyliEK7Hn-Lz24XsFoHwN70R8I49SnnhZRvXoDjzZwMA5LtWCuZy3MXV3kT3uTQFbaMN0uRXHQqlyiL20dh3LZQ-cxtSx0gbz5cbYbQue4fUMC506nHAu_LdHX4v0WsMiSoeCZjnWPKz9A6MOZuDxEE5mPn_snTIl5ryc8rytUyDCDUl4RBKC1WPKkP5iVwJ7W-KcUollfPsCJSvrv87syTt6Pcku88Ltf-tbPLZQz4PGkguE7MxrGk55u6v6M31apxHnYm4xLBbH6YVjDlYjI_EEkWwrkpLb5sgovrg0J5umo0QQIfK3_SpWyZPVsXHGFmR1vH6XzZ6bxtFNCNiltpN6PC8jlJ-U0Q3aLmkVh6oTavONCH0=&xkcb=SoA06_M3FT6ehKAXQr0PbzkdCdPP&p=10&fvj=1&vjs=3,United Transport LLC,"Seattle, WA",,"['$60,000 - $100,000 a year', 'Full-time', 'Paid orientation', 'Paid training']",Posted 1 day ago
27,Class A Drivers in North Dakota (Heavy Haul),https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DZoDTMLMSnhpLs_rzTv__3Xmd4A_qJmGUzrm0UvBnhyXdpMrLJOKDjRf22S3PkeLCKj7V21y3tdgVai68GTfVMLf3oqSjq9jCNHbU_lkHN2ibKpci0tSIDYRoHEvuYEA0ktir5eKpXja4mFqgqZiUrdWU8B-B2WJlSdEiQkgHQuP1sXTvBk1Kgtsy4qXukfEroPg6c65BEKtLguUWneAvomIxf5909b7WGud6dtPSgd7Ddu2O76H3m9XgdC2Dhig1bY4OiaboWO9AUSK00uEL5M9Hf7WcIv-tOzKhygUT9QqIi7_bzBwWCgSijQzapF6lFU2xQA-UGTn2ViyLOZsbQIiynzO7YeUFdQ_MJfYEaYyptiBnazuPtFY2ABCX4xKs2KWlqm-zDmtqkVOzLFwRh6R4q9qXUC9lnUd5u3nJOUFj8iIbDqGp2CzhrWaW4Mfgcv2Clhu4OPOTS_t-5TxO7x7jil7rt3CuaQ_YvdPZeCgRNNqXTdGAUPrJcY73ta4l2dcEi50RWA5A7rt5YSAG-EqoKbMluxw-6-FqDTqiKZnnLgjG4tAFcejvBy_jLD4VW3arBXdT_POsIr-DZM7fyBbJgsbBHdrA2vvzFgbhGlonAR0_ysx5P_yALbbSYQZwzd8C8r1PkC3QJ6QK1v4jt&xkcb=SoCA6_M3FT6ehKAXQr0ObzkdCdPP&p=11&fvj=1&vjs=3,HALL TRUCKING,North Dakota,"$60,000 - $100,000 a year","['$60,000 - $100,000 a year', 'Full-time', 'Paid orientation', 'Paid training']",Active 9 days ago
28,Hiring OTR Drivers!,https://www.indeed.com/rc/clk?jk=78af62d771f04d58&bb=ZHIsUwfuG-AGfgjKJ-7tLf8nNeKJ-laq92yxyUPIlMYNWpalfkLUkefRralTE-H2l8rdCeuxmtERPikuDH9CJk1TZ8pnnsvSxjwOKk9mRoc%3D&xkcb=SoDp67M3FT6ehKAXQr0NbzkdCdPP&fccid=b5bfe68bd199db6f&cmp=Abstar-Freight&ti=Otr&vjs=3,Abstar Freight,"San Antonio, TX",,"['$60,000 - $100,000 a year', 'Full-time', 'Paid orientation', 'Paid training']",Active Today
29,Truck Driver,https://www.indeed.com/rc/clk?jk=9cad65eebb57e527&bb=ZHIsUwfuG-AGfgjKJ-7tLTR59E9yw0TW-ILyCSaI_DURX3q63RLmM1u6ElJRSd-q1aZZyo0rOPbYJP4v1Dud_ckCbr2oan4zxiFQYwC5OCg%3D&xkcb=SoBd67M3FT6ehKAXQr0MbzkdCdPP&fccid=a685e0eb853c5e29&vjs=3,WinCo Foods,"Phoenix, AZ 85043 (Estrella area)",,"['$60,000 - $100,000 a year', 'Full-time', 'Paid orientation', 'Paid training']",Posted 2 days ago
30,CDL A Drivers $28.00 per hour,https://www.indeed.com/rc/clk?jk=e9acc62b2db55f88&bb=ZHIsUwfuG-AGfgjKJ-7tLShSguRtI6Ff8gdui9klwyjMOIzo5hbhGjR5J5wis6d8WhullV24vn-zshhKVhmgDTLWbe0h2HQ9hIr6WkLWjJs%3D&xkcb=SoC067M3FT6ehKAXQr0DbzkdCdPP&fccid=23110a8d8730df7b&cmp=R.W.-Zant-by-Honor-Foods&ti=Truck+Driver&vjs=3,Honor Foods,"Philadelphia, PA",,"['$60,000 - $100,000 a year', 'Full-time', 'Paid orientation', 'Paid training']",Active 2 days ago
31,CDL A Drivers jobs in United States,,,,,,
32,Class A Driver / Contractor,https://www.indeed.com/rc/clk?jk=10ba33bd9db36c53&bb=YEmxMpD6PXAPxAgylsl5LoYNKo6YtIOZl-3mpUfyTbQUmUgtpb_Ov-98w_sbDFP9M_QcCIsZiNGEkhh0Bx6dKu9Aohm--XP0DJ1gz-jGewk%3D&xkcb=SoDX67M3FT6dfRw9SB0LbzkdCdPP&fccid=b6c314594e937196&cmp=Austin-Trucking-by-way-of-New-Line-Transport&ti=Truck+Driver&vjs=3,Austin Trucking,"Pembroke Pines, FL",,"['$80,000 - $100,000 a year', 'Full-time', 'Home time +1', 'Signing bonus', 'Paid training']",Active 2 days ago
33,"CDL A Drivers Needed - $250 per day min. | Home Daily, No Touch",https://www.indeed.com/rc/clk?jk=08ee37ba18e8e8df&bb=YEmxMpD6PXAPxAgylsl5LsXAEGaCxiePMkerEJZGkhLiAGW-lKQnKHVw59fq_xtidcUsGDLKzFRInIEKO4KsU3D0QzRrYWSHTag45wBHXgE%3D&xkcb=SoBj67M3FT6dfRw9SB0KbzkdCdPP&fccid=b9c47b3c9b745749&cmp=PD-Trucking-%2526-Logistics&ti=Truck+Driver&vjs=3,Sophia Express Logistics,"Nashville, TN",,"['$80,000 - $100,000 a year', 'Full-time', 'Home time +1', 'Signing bonus', 'Paid training']",Active 2 days ago
34,Truck Driver Class A - OTR,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DEl3CT6F6Qxn6QdzsKZ5VH1LGf4hm6Zq3cD3y4s7Xe2efVgEpXQzL7O4-rCBRqv0tFkUJLGJLrH3dl5wcuzZmPSqH0q9BKsjEiIDP-jDtEaRaCV1jsjDzT4zlU8--Asxct5Y86_pC8nEOrx-475tAMPVKNlAzFFxJfM178FcuUlVoduJfBTAYbqSMbJTuOaShE0ONGUE5lJql2kZZqOxOaCtmuuVfc0hzo-WTRPJ9sALAkkHbPadpQUPFCZv5Yhgr8VLE7jj0lW3GMuuFOi0DwOyaQG_avJpIPNzgX3_3aGSIURAHBYMeRKQUkig56hcnRks8m64BFw_YxRhtNk8aJEcPDFuOwjI9A3BLKITN4H4fD1OweWmA2AtYQC2CLvVBRIkxL8A92hmX6zbGwnoxoVJeFj1lCWxAfIG6OjkkrcTeZAmVBn4OEKlBqEExuvTo5NbUNe2oBOqhzKreNaXNYzh5Bbu54ZMD5cvs11Nqa-ujISvE96AE8arcQrt4LfwFfZ1Jz4mxabZ7BwQ0gKgvYmbGZNS1oGx2yK_h4VujJN8bqkWInjyfwTDf4sF3BJXdPz9cmLJb-TonEpLsWNbzpbzrjw6c_le9ye8EkDqbJ4-FVKYi9AdBL89WOZkFdBzbNVIACwP4Thr4PFumZ62fN&xkcb=SoAK6_M3FT6dfRw9SB0JbzkdCdPP&p=2&fvj=1&vjs=3,H LOGISTICS INC,"Pompano Beach, FL 33063",,"['$80,000 - $100,000 a year', 'Full-time', 'Home time +1', 'Signing bonus', 'Paid training']",Active 2 days ago
35,CDL A Drivers,https://www.indeed.com/rc/clk?jk=a9a4ba18e2e654a4&bb=YEmxMpD6PXAPxAgylsl5LohZMY8eylsLVAD67XM6Ouhdn2SbC84UUwquvJV-aqhqKZ4Peu2F0dPdMd-6rttSo3R_7pRb1xkYr4wfWocgahM%3D&xkcb=SoBK67M3FT6dfRw9SB0IbzkdCdPP&fccid=69c74412ab39c1cd&cmp=Tree-Trimmin-Express&ti=Truck+Driver&vjs=3,Tree Trimmin Express,"Middlefield, OH",,"['$80,000 - $100,000 a year', 'Full-time', 'Home time +1', 'Signing bonus', 'Paid training']",Active 2 days ago
36,FedEx Team Run Drivers $2600+/week! $.80/mile,https://www.indeed.com/rc/clk?jk=9fb41ee57c864ac2&bb=YEmxMpD6PXAPxAgylsl5LmqbMnAiWqRpj9cxeYJi3LGKHX1t6zJQKv34EuKJ9xkNJ_UpOkRi5DYE3MPeO-BkmVA7BfzAIrUMZOAtaluQohk%3D&xkcb=SoDE67M3FT6dfRw9SB0PbzkdCdPP&fccid=43e467a59eb7a053&cmp=Leading-Logistics%2C-Inc.&ti=Team+Driver&vjs=3,"Leading Logistics, Inc.","Cedar Rapids, IA 52404",,"['$80,000 - $100,000 a year', 'Full-time', 'Home time +1', 'Signing bonus', 'Paid training']",Active 11 days ago
37,Dry Van | No Touch | CDL-A Truck Driver,https://www.indeed.com/rc/clk?jk=7a1bd99b3143fa24&bb=YEmxMpD6PXAPxAgylsl5Lr6EcYA4dumWR3KNkwUkIp9GuGY-t0nd_ByIp-9-q3NoI3U-BMSJJulq7R8bU6pX-AP20GzQTeynnEWu9qLCnQM%3D&xkcb=SoBw67M3FT6dfRw9SB0ObzkdCdPP&fccid=d100e8b97b7370c4&vjs=3,JK Rose Logistics,"Donaldson, AR",,"['$80,000 - $100,000 a year', 'Full-time', 'Home time +1', 'Signing bonus', 'Paid training']",Posted 7 days ago
38,Transport Driver,https://www.indeed.com/rc/clk?jk=2908e7beb14ae868&bb=YEmxMpD6PXAPxAgylsl5LnZz23ARnyEXirjZKPy2Sd5Nio8hbxJ3695TGszjafrmG1iNv5GPCbb42tYPiK4keyxqMzAgRoQKe4g-b3TYfBo%3D&xkcb=SoDt67M3FT6dfRw9SB0NbzkdCdPP&fccid=8ba24672e21d87ce&cmp=Blue-Bell-Creameries&ti=Transport+Driver&vjs=3,Blue Bell Creameries,"Broken Arrow, OK",,"['$80,000 - $100,000 a year', 'Full-time', 'Home time +1', 'Signing bonus', 'Paid training']",Today
